	z_coordinate_0	z_coordinate_1
1869	11.62055	-7.8266244
1870	11.853484	-9.625831
1871	12.029931	-5.8406086
1872	9.787555	-6.555867
1873	12.1361265	-5.7572913
1874	8.925618	-6.956703
1875	13.18621	-6.1340866
1876	11.562331	-6.0440164
1877	12.663472	-5.407161
1878	13.592927	-4.951734
1879	12.239882	-5.607093
1880	-1.1998174	-13.514448
1881	9.03563	-6.5066333
1882	10.487284	-9.1907015
1883	10.742049	-9.962048
1884	9.263487	-5.5090427
1885	11.336043	-9.860066
1886	12.907376	-11.150118
1887	9.278706	-6.1627607
1888	8.813301	-9.418082
1889	11.423348	-5.259
1890	12.091533	-9.339103
1891	11.782804	-9.729281
1892	11.768077	-8.567347
1893	12.442629	-4.1655693
1894	12.640645	-10.709401
1895	6.762625	-8.797897
1896	13.718097	-8.450857
1897	12.412485	-4.882781
1898	12.272754	-5.6373534
1899	13.072545	-10.411697
1900	12.378848	-10.430364
1901	6.3298364	-8.655299
1902	9.0691805	-7.6238947
1903	12.843184	-5.3782606
1904	6.4532614	-5.1398625
1905	13.18954	-5.4686923
1906	3.1556964	-8.307929
1907	12.602819	-6.225427
1908	5.9970083	-6.008839
1909	12.8607855	-10.456326
1910	9.884099	-7.919535
1911	13.590301	-6.6959715
1912	13.350885	-5.329564
1913	11.716616	-10.631717
1914	8.947619	-9.528289
1915	12.70631	-5.8049865
1916	9.043362	-6.2977414
1917	9.768483	-6.4066257
1918	10.98924	-8.4989395
1919	12.035872	-6.010012
1920	12.008927	-9.94165
1921	12.383995	-4.6895933
1922	12.660309	-6.070071
1923	9.338742	-6.4701686
1924	10.140527	-6.4967227
1925	9.957073	-7.9829564
1926	10.702372	-8.595104
1927	11.958649	-5.452345
1928	13.392278	-6.6073556
1929	-3.4618874	-12.469055
1930	11.580496	-9.348964
1931	9.8303585	-7.999146
1932	12.312289	-8.639426
1933	10.694839	-6.469684
1934	12.942226	-5.8398213
1935	12.370101	-4.0685525
1936	12.4714	-4.2275987
1937	13.003374	-9.534778
1938	10.080703	-6.347679
1939	12.185203	-4.4276547
1940	8.928317	-8.969699
1941	9.018976	-7.508873
1942	11.52144	-9.504973
1943	12.375344	-5.416562
1944	12.786556	-9.783956
1945	6.6885476	-6.696351
1946	9.425089	-8.563997
1947	12.961522	-9.187916
1948	9.5352	-6.4359517
1949	6.0158935	-5.523383
1950	9.223485	-9.041727
1951	12.1316595	-6.634104
1952	13.039769	-3.5792673
1953	12.880002	-8.86485
1954	11.683555	-8.597419
1955	12.106069	-9.422709
1956	12.5360985	-9.1178465
1957	13.467767	-6.1154113
1958	11.475645	-8.206624
1959	3.4608335	-8.450372
1960	9.555944	-8.793859
1961	12.754918	-4.7684727
1962	10.12604	-9.289486
1963	12.290599	-9.811445
1964	8.966574	-7.8684764
1965	12.3958845	-10.420592
1966	13.3246765	-5.0453205
1967	11.628512	-8.364093
1968	12.048944	-5.2333674
1969	-2.8974836	-12.0848055
1970	6.0000377	-6.7618985
1971	11.2351465	-9.334524
1972	5.436567	-6.2383795
1973	10.6948805	-8.557508
1974	12.6167555	-10.465179
1975	5.875441	-5.702774
1976	-1.0834271	-13.397075
1977	12.207686	-4.0015116
1978	12.558511	-10.119181
1979	13.873889	-8.59277
1980	9.036136	-5.3701234
1981	13.969951	-5.741167
1982	11.802146	-5.2010317
1983	9.500079	-6.3124933
1984	13.451106	-4.8983326
1985	12.401242	-4.2620115
1986	12.166377	-9.251661
1987	13.338744	-6.011013
1988	9.035083	-6.421995
1989	12.823596	-9.339169
1990	11.827296	-7.086338
1991	12.251877	-8.432208
1992	9.236086	-5.6786942
1993	12.084325	-4.906565
1994	13.748921	-5.3831677
1995	11.710756	-6.581905
1996	9.062085	-6.2439213
1997	12.614516	-3.716501
1998	9.9034	-6.4993167
1999	6.6732755	2.7420819
2000	2.665296	1.1598351
2001	2.7163556	1.0786004
2002	5.951247	0.75672704
2003	5.8729277	3.7556674
2004	2.68633	3.560551
2005	4.71262	1.1643538
2006	4.5335484	2.1155384
2007	4.276933	1.7395852
2008	7.0708723	1.3481319
2009	7.7547474	5.2433524
2010	9.181404	3.8026907
2011	3.425082	3.018842
2012	4.378998	2.4409819
2013	9.370112	-0.2703281
2014	2.623428	2.3703864
2015	6.5752068	4.264193
2016	-2.1951802	3.728881
2017	4.686622	0.5269064
2018	6.859657	1.9423966
2019	2.5202718	1.6522253
2020	3.6005006	3.1968896
2021	2.1753783	2.8641372
2022	1.5371143	2.6473608
2023	6.088328	3.857909
2024	5.134624	3.5514305
2025	4.1265917	0.8950431
2026	4.558485	3.5858924
2027	4.7213283	4.087293
2028	3.824364	1.8603191
2029	6.214988	1.7463181
2030	7.5749373	1.7004113
2031	7.3704615	1.8868341
2032	4.4059863	3.7408712
2033	2.944246	0.54295397
2034	3.0209851	0.10911891
2035	3.4323852	2.1381028
2036	6.226551	3.8475583
2037	6.745651	3.0633528
2038	2.5754044	0.39820257
2039	7.538874	1.4625635
2040	2.5953147	1.3863707
2041	5.7138615	5.080975
2042	8.735462	2.6669605
2043	7.8971043	4.661532
2044	3.5264845	1.801708
2045	4.673786	0.023264557
2046	5.809898	4.101056
2047	6.4685664	3.8997529
2048	4.888962	1.4310539
2049	4.1719127	0.9944398
2050	3.895805	0.6270808
2051	6.644357	3.5637615
2052	1.0941249	3.0682251
2053	4.439032	1.8585188
2054	8.954048	2.1278179
2055	6.002708	1.0118794
2056	7.5245695	2.800835
2057	7.4600024	1.2263541
2058	8.035802	4.669231
2059	3.3066895	0.93991363
2060	6.848694	3.9606342
2061	7.520033	1.6319711
2062	3.7414963	3.6267035
2063	6.3092785	3.6484315
2064	3.642418	2.0537882
2065	7.201334	2.8857725
2066	6.4026604	1.9546461
2067	4.2332273	1.272136
2068	6.749269	1.5206571
2069	6.4349947	3.9124632
2070	2.0789537	0.5599714
2071	5.9517627	3.8436463
2072	2.4140618	0.5492814
2073	6.6289144	4.2974544
2074	3.781495	1.0871725
2075	6.599448	3.4034874
2076	7.6582384	2.7663105
2077	6.2959027	0.72858065
2078	3.5804737	2.843054
2079	4.089828	1.5634887
2080	7.7929964	1.0914419
2081	8.079386	4.752068
2082	2.2685204	0.8777422
2083	6.2409678	1.1737307
2084	6.5217214	3.6636522
2085	3.8587472	0.7252904
2086	1.6482918	1.7572672
2087	4.204989	2.016014
2088	2.447717	4.285767
2089	3.326543	3.1411867
2090	2.1509893	2.0316489
2091	7.013525	1.7603796
2092	4.5552588	1.048029
2093	3.9384418	1.5679445
2094	3.8150828	1.2249098
2095	4.152531	1.7215116
2096	3.7599616	1.5237851
2097	3.5864043	1.0972097
2098	3.711676	2.6264517
2099	3.8137774	1.287296
2100	6.4963794	3.2802908
2101	4.7033553	1.3375709
2102	5.7266755	1.1714346
2103	4.3321204	0.56866527
2104	3.823475	1.2747762
2105	6.521443	1.2395177
2106	8.077703	3.4831913
2107	6.0924363	0.6961911
2108	1.4966931	1.1538794
2109	2.2877023	2.491902
2110	3.341657	2.0276437
2111	6.2238235	4.250463
2112	5.8326497	1.4462025
2113	2.423194	2.6248066
2114	1.3587259	0.5716786
2115	1.7375543	2.7264247
2116	4.8039274	1.2542877
2117	4.335607	2.1467056
2118	3.9587383	2.0578225
2119	1.6798239	1.7388058
2120	4.3565483	0.13770701
2121	7.856852	1.4384267
2122	4.424272	1.2803206
2123	3.399718	3.1976483
2124	7.685525	2.8451147
2125	0.92637664	2.8939054
2126	7.331458	0.8277708
2127	0.74351734	2.4305613
2128	4.3190536	2.7091522
2129	2.4012477	1.4058161
2130	9.072294	1.7496574
2131	7.403536	1.6994562
2132	3.6023207	3.3867667
2133	8.323222	3.4980133
2134	3.7066498	2.3197424
2135	6.2918987	1.1310858
2136	1.8889673	2.8229911
2137	2.9579396	2.541977
2138	7.665454	1.7103777
2139	6.355767	0.8129874
2140	7.584177	4.196475
2141	5.3017893	2.0362494
2142	3.6489906	1.4415557
2143	4.19369	2.4699538
2144	4.218971	1.7335513
2145	1.7961675	1.0785568
2146	1.8644161	2.8381217
2147	5.0572796	4.2288203
2148	2.7956526	0.68570113
2149	6.283135	4.4240584
2150	5.1132526	1.1895123
2151	2.1175182	0.5846307
2152	2.6977649	1.3442273
2153	4.9498034	4.844378
2154	6.4972715	1.6339347
2155	2.457389	0.08988477
2156	5.3421893	1.9271963
2157	3.6976469	2.511286
2158	3.6618896	1.0732836
2159	4.5296474	0.9209866
2160	3.2667744	3.1062014
2161	4.7333045	2.4406383
2162	7.3248534	1.9074242
2163	6.9320283	2.208226
2164	5.795272	3.036854
2165	6.0906405	5.074797
2166	3.8541002	1.608623
2167	7.8614087	1.3435917
2168	3.476401	0.7926707
2169	2.6767745	2.6786869
2170	3.1071634	0.6082053
2171	7.2875886	1.8211462
2172	4.5368047	0.8364673
2173	2.6840076	0.47352505
2174	3.297601	1.7560663
2175	2.3219366	1.5934074
2176	3.3578546	0.39163017
2177	6.112222	2.1579971
2178	5.058313	0.7884495
2179	7.7109838	2.8993716
2180	3.5850382	0.8579077
2181	3.1895914	0.14554933
2182	2.1403728	0.80781066
2183	5.9783454	5.1003327
2184	2.9600081	2.4879768
2185	5.028802	3.3543472
2186	5.237794	2.8606791
2187	5.0152135	0.25059533
2188	2.4002466	2.5021462
2189	3.705269	3.587663
2190	3.6252236	1.9963772
2191	4.44718	1.2842917
2192	2.991849	2.885851
2193	-2.1801095	3.857229
2194	5.9429593	3.6721764
2195	6.1322336	0.94265354
2196	8.796435	3.6750758
2197	6.0196624	4.367705
2198	7.4684935	3.2696025
2199	5.814298	4.1600366
2200	4.4573116	1.8505902
2201	6.435936	4.319398
2202	4.7164655	1.816247
2203	3.9167712	1.5217984
2204	9.035117	1.413209
2205	5.6500363	2.9177773
2206	4.11999	2.7752025
2207	6.777386	2.6452453
2208	9.042533	2.5044816
2209	3.247763	3.1873255
2210	7.966912	2.0390542
2211	3.182122	0.4259135
2212	5.63216	4.4654994
2213	3.4511445	0.91138893
2214	3.0558445	2.5854483
2215	5.211912	0.88538325
2216	6.5900764	3.9604442
2217	-1.7848362	4.1007915
2218	0.29965097	2.7557971
2219	5.928656	2.7709625
2220	0.4213035	2.2580693
2221	1.31652	1.7347517
2222	3.854136	2.9082015
2223	5.8518324	3.6984441
2224	1.9463086	2.066261
2225	6.8460226	2.407259
2226	5.5471563	2.4616725
2227	3.5150619	0.6353716
2228	6.848724	1.802408
2229	2.1408753	1.0031016
2230	3.407446	1.2702134
2231	7.050359	2.2919133
2232	3.169487	2.2613466
2233	4.6080523	0.65084934
2234	4.1269073	2.0281382
2235	5.610825	3.788409
2236	0.86580545	2.0032475
2237	5.7711463	3.7547033
2238	7.3409863	2.012723
2239	6.269357	4.692285
2240	7.410385	1.3353317
2241	5.798211	4.365717
2242	3.9278994	1.9764383
2243	2.474081	0.84928733
2244	2.343408	0.28182378
2245	3.9504535	1.0176985
2246	5.788396	2.9139097
2247	5.2542186	1.1993856
2248	4.2067213	3.206234
2249	2.8400486	0.14571032
2250	7.683357	1.2685015
2251	6.988073	0.20896435
2252	6.717573	4.261038
2253	3.2612438	1.1749214
2254	6.7069273	2.2184014
2255	2.41123	1.5779102
2256	6.588045	3.7096794
2257	6.71648	1.6293256
2258	-0.58178467	1.9263351
2259	2.2365415	3.0867977
2260	3.853056	2.315503
2261	3.5987322	3.135733
2262	7.318348	2.7844443
2263	4.617605	1.0973663
2264	3.0730948	3.0222647
2265	-0.7133363	3.4519074
2266	6.9481206	1.3812463
2267	6.413186	3.7849562
2268	4.2034307	1.260634
2269	5.60632	3.220421
2270	2.263808	1.7086165
2271	4.916967	1.1613256
2272	3.7104692	2.6793816
2273	6.674741	3.6583765
2274	1.8399564	2.8411653
2275	8.990205	2.4502919
2276	2.9189026	1.9423871
2277	7.2479033	2.93912
2278	7.8066134	1.1770191
2279	6.677054	1.5120113
2280	2.2932105	1.8211346
2281	8.0289955	4.5852933
2282	4.4490094	2.4453032
2283	6.4870243	3.8048234
2284	9.299592	2.0264022
2285	4.290064	1.2783318
2286	6.8674517	1.9695244
2287	6.8503265	1.9272995
2288	5.4564385	3.6993797
2289	1.5112126	2.4811351
2290	3.609899	1.256799
2291	6.18549	3.0095997
2292	2.4062018	2.737727
2293	4.6358647	3.6099324
2294	6.254591	4.1379175
2295	6.0192876	3.017635
2296	6.231977	-3.4229326
2297	2.510855	2.4875338
2298	6.5487614	3.3043563
2299	3.2081585	-0.25270724
2300	3.259198	2.2808685
2301	0.85975873	3.0463183
2302	4.027686	0.7476711
2303	3.3031108	1.287977
2304	8.153394	5.3297186
2305	7.2070155	2.0108886
2306	5.0759187	4.155687
2307	4.8330235	1.0522678
2308	3.0636363	3.1214378
2309	6.837226	2.8807275
2310	4.382232	0.47502333
2311	3.0361962	0.6877475
2312	3.9995663	0.95741767
2313	7.4347734	3.4211886
2314	5.635179	4.791556
2315	3.7279246	2.7362573
2316	4.487925	3.7815392
2317	3.707512	2.4619856
2318	2.5712445	0.74155176
2319	7.6538534	5.23216
2320	0.3875212	1.5661862
2321	6.875293	1.5338516
2322	4.5704427	0.64179885
2323	4.3852673	1.0831566
2324	3.6068847	2.7716758
2325	6.951204	1.1591539
2326	4.2563653	1.4256363
2327	6.1526356	4.0055485
2328	6.7884173	4.0061035
2329	7.3044467	1.3080158
2330	5.714879	-3.5289757
2331	7.3417606	1.1873407
2332	2.204426	1.7509122
2333	5.7928777	4.20914
2334	5.579559	2.817612
2335	6.4783096	3.9824536
2336	5.3703904	4.432503
2337	3.9413173	3.0012546
2338	3.7149496	1.4327176
2339	7.025171	1.6050026
2340	3.5461855	1.5055463
2341	3.2209044	1.5081704
2342	4.165211	1.048154
2343	7.1173935	2.9991772
2344	0.7452724	1.7506516
2345	6.7576756	2.2242897
2346	2.0208645	3.2161286
2347	8.0506115	1.3458762
2348	7.3308377	3.2988102
2349	3.3443804	1.6002271
2350	7.120241	2.6711934
2351	2.5753202	0.61138904
2352	7.1887	3.183219
2353	5.98312	1.57054
2354	4.4403634	0.41215926
2355	2.1785297	2.7340174
2356	3.480094	2.7145262
2357	4.8859477	0.5774293
2358	3.4929547	0.8329665
2359	6.865778	1.753489
2360	4.3535333	3.1357014
2361	2.1515102	0.21206757
2362	2.7993646	3.3730261
2363	-0.0032691378	0.38330227
2364	6.443818	0.33560294
2365	3.977834	0.48080155
2366	6.791745	2.81768
2367	3.2953403	0.22499919
2368	2.2560275	1.0272772
2369	7.2911882	3.145667
2370	1.6078979	2.3143914
2371	1.5655754	0.097440034
2372	5.7588477	2.899028
2373	3.6052613	3.0404456
2374	0.4967484	1.8990488
2375	4.023519	0.3768021
2376	3.4276805	3.4938052
2377	6.7028885	0.8595031
2378	2.37949	2.8930416
2379	6.167785	3.0441031
2380	4.879044	4.3972926
2381	6.1882515	4.1650605
2382	6.211691	4.6515093
2383	1.4721091	0.45524663
2384	2.6191044	0.5764411
2385	1.9716711	2.1359355
2386	1.537471	2.6045916
2387	7.028806	3.261155
2388	7.226913	3.1271894
2389	1.7264304	0.94685274
2390	5.1794086	2.6390831
2391	3.7737782	2.466399
2392	6.2261195	3.9179463
2393	-1.4785622	3.7478163
2394	2.4403434	0.4394026
2395	5.2768693	1.3958721
2396	6.438287	4.5738335
2397	5.167771	3.8422716
2398	9.24133	3.5087855
2399	4.977455	2.6301982
2400	4.6167064	0.506843
2401	1.4023278	3.3285143
2402	6.760116	4.600607
2403	4.1945996	2.050976
2404	3.880029	2.6509287
2405	5.317409	2.0817256
2406	6.505389	3.7805374
2407	2.4143925	1.7018912
2408	3.7641058	0.9084513
2409	6.722722	3.4764755
2410	3.9037173	1.6811898
2411	3.572996	2.7924094
2412	3.9894445	0.6496387
2413	2.2125819	0.31082684
2414	5.018126	4.5077944
2415	1.5720364	1.5675688
2416	-3.1761327	4.0716815
2417	8.419487	2.8122609
2418	3.9167585	3.2428286
2419	2.1467843	2.744793
2420	1.8705443	0.30306685
2421	4.2714334	3.282783
2422	2.0682805	2.9961326
2423	6.7787933	1.7181697
2424	2.8976953	3.1162317
2425	7.2170396	2.067232
2426	0.45387393	1.0341978
2427	6.947397	4.0999246
2428	2.0450873	0.7347927
2429	2.8985007	2.2567515
2430	7.3387065	2.7475178
2431	2.4133313	2.1158285
2432	6.9038267	3.9722579
2433	6.1772366	2.2207177
2434	4.0496364	1.0920563
2435	6.1419516	1.9298735
2436	6.2512455	4.2905617
2437	0.7101841	2.2312741
2438	3.1699486	0.774013
2439	8.040843	5.064894
2440	2.0025702	2.5126917
2441	3.4805245	2.7986443
2442	6.132372	3.6044376
2443	4.3352203	1.1463327
2444	2.2635653	3.165727
2445	2.0027738	2.6774838
2446	6.8831263	1.5587649
2447	8.000391	5.3109574
2448	3.5067954	1.1575739
2449	6.9209304	1.2873404
2450	1.4456489	2.0859487
2451	7.0139084	1.3740664
2452	3.097808	1.8739402
2453	6.1757355	2.912004
2454	4.64104	2.4841263
2455	7.132422	1.7408755
2456	3.959262	0.92811936
2457	3.8855655	1.0534673
2458	5.0923266	3.7540634
2459	2.3851695	2.9282596
2460	6.467776	1.0672762
2461	5.9615054	1.0393903
2462	3.630031	2.482056
2463	4.7598853	2.2327476
2464	6.952911	2.565369
2465	-0.5218321	2.662719
2466	3.7294214	4.3328595
2467	6.529941	2.9963675
2468	6.4103303	1.2891817
2469	3.8508778	2.4805806
2470	2.4237225	2.0063884
2471	6.2153225	1.8647573
2472	3.947498	2.0599995
2473	8.1563425	2.4207923
2474	3.5275745	1.7505698
2475	3.6096015	3.417243
2476	4.420182	0.7910907
2477	4.491706	4.618524
2478	6.3182983	3.1944745
2479	4.0573845	2.7338502
2480	7.1073933	2.889571
2481	2.772759	0.4045827
2482	1.4241883	0.9592624
2483	4.5168304	0.6796756
2484	3.1605082	2.8750594
2485	1.0996177	0.8130385
2486	4.2926164	0.87931323
2487	6.920182	3.9811766
2488	7.590868	2.702029
2489	8.713201	2.394146
2490	7.131791	1.5204618
2491	6.576522	3.2353013
2492	7.2134986	2.5051694
2493	6.345051	2.9942749
2494	3.6749668	2.0787275
2495	4.6580067	0.84380794
2496	3.96623	2.383711
2497	3.3502514	1.9689682
2498	6.966501	2.9737504
2499	2.5377128	1.7300675
2500	4.48354	2.1394835
2501	6.275686	4.119985
2502	6.373752	2.5884905
2503	4.6043158	0.86026824
2504	2.27086	0.40714014
2505	8.799752	3.9920893
2506	6.7189946	1.3893833
2507	3.941536	2.6634634
2508	3.5769458	0.8784011
2509	4.7560787	1.1972089
2510	4.0146317	2.886954
2511	7.1435328	1.6451445
2512	5.5897183	4.357709
2513	6.0068707	-8.930045
2514	3.2953866	3.1729212
2515	3.5808496	1.16432
2516	1.8304858	2.1370578
2517	4.0534067	2.706598
2518	2.7651782	2.874894
2519	5.9320827	2.907687
2520	4.1334667	1.3735425
2521	3.4503348	0.55904657
2522	3.5777209	1.3068714
2523	3.1134267	-1.1893435
2524	2.4887705	1.2001038
2525	5.829466	1.3180611
2526	5.746118	0.73786473
2527	3.2819471	0.8356611
2528	3.4620254	1.6814418
2529	4.4596763	1.0876801
2530	6.6224923	1.2260228
2531	2.7545102	2.3409047
2532	6.403728	1.536972
2533	3.3830228	3.8601816
2534	7.1491966	3.516409
2535	8.262498	3.7644026
2536	4.2489743	1.7879434
2537	6.4163995	3.9367926
2538	4.4684243	-5.72152
2539	7.2130075	1.2265534
2540	4.175752	1.4282212
2541	2.0390534	-1.2349916
2542	2.1399508	2.698888
2543	2.4883673	1.0049419
2544	6.411446	3.9021823
2545	3.794673	0.9883351
2546	3.6523695	3.1435616
2547	4.2946606	0.7188503
2548	1.5860059	2.0836997
2549	6.7085648	1.9073739
2550	3.0883188	3.3487253
2551	4.283715	0.8910704
2552	4.168266	1.3842535
2553	2.9310105	2.736749
2554	4.4770374	1.2433318
2555	2.568294	3.188854
2556	2.2691655	0.8059721
2557	3.71526	2.5782425
2558	3.9091942	2.4003384
2559	3.7907562	2.3149288
2560	5.7692986	3.6214898
2561	2.5403116	1.944237
2562	5.4720263	3.250861
2563	3.3226054	1.5412655
2564	6.9693155	1.3705971
2565	3.6874223	1.2037479
2566	4.243168	1.0266478
2567	5.617382	4.178488
2568	2.198924	1.5497324
2569	6.4269123	1.0013107
2570	4.6727595	0.10131095
2571	2.2209334	2.7673008
2572	6.255559	4.2485247
2573	8.952051	1.7669709
2574	2.376925	3.5109296
2575	7.384826	3.53467
2576	5.4661455	0.6405213
2577	7.1386356	3.1715908
2578	5.7116017	1.1474075
2579	6.908874	1.1905804
2580	5.1650805	1.7394152
2581	6.3406634	4.670548
2582	3.8655698	1.0682302
2583	1.8977917	1.903563
2584	5.802148	1.4231164
2585	2.374816	2.8786561
2586	2.8150494	0.5709702
2587	5.318352	4.276669
2588	3.2083035	2.7992506
2589	5.421248	3.0428393
2590	-1.6497421	2.6490765
2591	4.1986084	1.0190952
2592	6.77766	3.576834
2593	7.3331356	5.24553
2594	6.5526457	4.1794033
2595	7.319527	3.275704
2596	8.665649	1.6604981
2597	7.702251	2.496081
2598	4.9199104	0.82635945
2599	4.521247	1.3512306
2600	6.7945995	1.9136677
2601	3.8846204	1.5715027
2602	6.20922	4.675561
2603	6.3901515	0.98030263
2604	7.467624	2.0969517
2605	6.8477316	3.8544781
2606	6.170944	4.4692063
2607	4.0025496	3.3838465
2608	6.041493	3.2375555
2609	3.5353887	2.7406375
2610	2.1627445	0.19590878
2611	0.17679983	2.3364003
2612	4.076703	1.4524839
2613	4.1265364	2.725837
2614	6.2813663	4.9404435
2615	4.1382694	1.0689301
2616	3.2866566	0.8353055
2617	6.3283954	4.234842
2618	3.4180071	2.7607288
2619	4.741674	0.7551875
2620	1.9430734	2.8238578
2621	1.7435074	1.7240868
2622	4.3415303	3.5509255
2623	3.9862463	0.39107472
2624	3.7231684	3.3466656
2625	2.9701493	2.278477
2626	4.7232466	1.0146208
2627	4.9852242	3.419456
2628	1.7953266	2.9841397
2629	5.0705433	4.2134514
2630	7.34018	2.885749
2631	4.0677514	1.3272097
2632	4.300347	2.8486288
2633	3.7276208	1.0127351
2634	2.6556182	0.55609083
2635	4.3831983	2.1618378
2636	7.1887474	1.645441
2637	4.049706	2.4604504
2638	6.8423557	3.1886299
2639	2.2064276	0.5051937
2640	-0.4680851	2.3716702
2641	3.312429	2.3943279
2642	3.9495578	1.9052088
2643	3.4559793	3.0099442
2644	6.5517774	1.2517045
2645	2.4307904	2.2714863
2646	7.148295	2.3528075
2647	7.8766146	0.80723935
2648	3.436637	3.2156541
2649	2.808858	2.4827216
2650	0.28568345	1.9714618
2651	8.24504	3.6993597
2652	5.982697	1.106286
2653	6.8606343	2.3938305
2654	7.0868635	4.468183
2655	6.9946036	4.4706244
2656	7.2203913	3.2619565
2657	2.142798	0.7684514
2658	2.066217	3.0868156
2659	2.0075135	2.7312887
2660	4.4240117	1.1269562
2661	4.838898	3.738161
2662	2.7984183	0.8666125
2663	4.807927	0.6309266
2664	8.261122	3.7951133
2665	4.975131	0.9046261
2666	6.4394073	0.88107246
2667	3.5776653	1.5314953
2668	7.423346	1.956897
2669	2.2056332	3.109963
2670	2.3244004	1.1364932
2671	4.956805	0.75542
2672	8.785986	2.1332374
2673	8.78079	1.4888909
2674	4.4412484	3.4138343
2675	4.5504527	0.8522988
2676	3.506372	3.1356175
2677	3.1520495	3.0676053
2678	7.6307406	1.8115048
2679	7.1871057	3.9505255
2680	7.711263	4.479431
2681	6.0652995	1.430572
2682	8.737579	1.6688263
2683	7.3377876	2.4609134
2684	1.9024396	1.7480359
2685	3.9758346	2.0589223
2686	6.981011	3.0645912
2687	3.8802614	2.0437288
2688	4.015815	2.2342076
2689	4.0569615	2.701575
2690	7.1435046	2.0795357
2691	2.8015654	1.0098132
2692	6.069623	4.2905917
2693	2.2034125	3.1692417
2694	6.4019403	3.3840773
2695	2.1447499	0.7782769
2696	5.665399	3.8543115
2697	7.006985	1.1780471
2698	8.671824	3.61537
2699	4.7337246	1.4276669
2700	6.8062124	5.015511
2701	3.5933518	2.1741085
2702	3.3553834	2.2395153
2703	1.1174526	0.7504263
2704	7.933197	2.0489247
2705	7.07578	2.108736
2706	6.765635	3.263905
2707	9.206665	3.3127086
2708	6.7009945	2.9117587
2709	2.5922754	0.5572591
2710	6.1639495	2.599633
2711	3.0416932	3.3598952
2712	3.0629253	3.929499
2713	3.1703587	0.628614
2714	5.7891617	4.7903748
2715	2.4077377	0.621204
2716	5.3095393	2.95314
2717	7.667214	4.457271
2718	1.565675	2.446092
2719	4.4195366	0.42646962
2720	3.7504148	2.238213
2721	4.240262	3.0760224
2722	7.0021863	2.9050024
2723	6.561486	4.4420686
2724	6.3059163	5.5014606
2725	7.634832	1.315732
2726	6.741293	4.6240277
2727	3.897105	3.3413327
2728	7.7189093	4.58482
2729	6.876143	3.1958644
2730	6.481953	1.7028911
2731	7.50672	2.3674352
2732	6.580262	2.7510731
2733	2.0220156	1.5154557
2734	5.712405	4.3917985
2735	1.4514619	2.3933668
2736	4.257612	2.7339456
2737	2.5465746	1.8203602
2738	3.078965	0.29182327
2739	4.096761	1.1395652
2740	6.7768664	1.9014745
2741	3.7910423	2.2337024
2742	2.8542848	2.5026588
2743	3.422786	1.1744928
2744	4.1695943	2.3002195
2745	2.4870374	0.16520198
2746	2.7149398	0.6758668
2747	2.3402457	2.8242266
2748	2.4839714	1.2263043
2749	3.6230474	3.7432122
2750	3.1593094	1.7826507
2751	7.319501	2.6260734
2752	-1.7098342	3.1240218
2753	8.12005	4.6178994
2754	5.24061	3.7944095
2755	5.630669	3.295842
2756	2.309725	1.1739852
2757	3.224963	2.8731844
2758	3.8933299	1.1452758
2759	4.327149	1.9549332
2760	2.7174525	0.91138834
2761	6.2140946	3.5531743
2762	3.777859	2.3088715
2763	2.5549097	0.66533446
2764	2.2940896	1.9764681
2765	6.1038995	2.9093988
2766	2.4254472	0.41106302
2767	4.299549	1.2970042
2768	3.2013235	3.1618178
2769	4.0044637	2.0847275
2770	1.8933213	2.610035
2771	2.5331142	1.9122348
2772	4.7439904	1.3026166
2773	6.60574	6.0226116
2774	3.2244258	2.9235895
2775	2.691235	0.5395293
2776	5.7975283	-5.0568924
2777	7.0726414	1.9942975
2778	3.5616217	3.2994015
2779	7.2582946	2.8317492
2780	5.6370983	3.432911
2781	4.29442	4.072135
2782	8.188425	0.9239911
2783	6.3677015	4.7749743
2784	3.4024007	0.6665132
2785	2.747211	0.5055766
2786	7.8739033	4.9716215
2787	6.285715	4.2225237
2788	9.018505	3.2749355
2789	6.7796082	3.1885562
2790	2.0842524	0.7319901
2791	1.5563376	2.591881
2792	3.3852077	2.571252
2793	3.8016276	1.2860584
2794	0.98982096	2.715339
2795	0.6511851	2.4424326
2796	1.9966669	2.704044
2797	3.879365	1.6127598
2798	4.037702	3.002994
2799	2.290012	0.22362848
2800	5.5244584	3.8533874
2801	1.2407773	2.6428766
2802	3.9613214	2.524308
2803	2.719267	2.2472312
2804	6.7311406	5.126162
2805	1.2985148	0.83005434
2806	6.678232	2.847636
2807	5.975725	3.1219926
2808	3.7984827	1.0494177
2809	1.5395633	2.0752704
2810	5.491151	0.7385873
2811	3.2540133	3.3806674
2812	6.312097	1.6462233
2813	6.1778994	4.678519
2814	3.2339423	2.9546597
2815	4.09264	1.3453374
2816	4.2465353	3.6891704
2817	2.9689486	0.63591504
2818	5.7061324	1.7344921
2819	4.246348	1.5861013
2820	3.8451424	1.5789316
2821	3.3042462	0.85301083
2822	5.7599883	0.42407715
2823	7.172533	3.6634996
2824	3.670997	3.0885656
2825	3.769467	1.212059
2826	4.274073	1.580787
2827	7.0116487	2.7166522
2828	2.2520115	2.3568509
2829	2.3597498	2.3202388
2830	7.180569	1.6861408
2831	3.6339235	1.4560382
2832	2.5557292	0.22051612
2833	6.614269	3.7142818
